split,value,class_id,class_name,source_image,source_label,crop_path,source_width,source_height,crop_width,crop_height
train,60,50,speed-limit-60,train/images/00003_00031_00005_png_jpg.rf.926c72d3a5c7175f5ac02dc0e4752dc9.jpg,train/labels/00003_00031_00005_png_jpg.rf.926c72d3a5c7175f5ac02dc0e4752dc9.txt,crops/train/60/00003_00031_00005_png_jpg.rf.926c72d3a5c7175f5ac02dc0e4752dc9__box0.jpg,617,640,576,576
train,60,50,speed-limit-60,train/images/00003_00031_00011_png_jpg.rf.ca064ce25df5357423bffa4b5abde7b6.jpg,train/labels/00003_00031_00011_png_jpg.rf.ca064ce25df5357423bffa4b5abde7b6.txt,crops/train/60/00003_00031_00011_png_jpg.rf.ca064ce25df5357423bffa4b5abde7b6__box0.jpg,620,640,578,578
train,60,50,speed-limit-60,train/images/00003_00031_00012_png_jpg.rf.d035b4fbc72f05c1f08b18ba1d3472fc.jpg,train/labels/00003_00031_00012_png_jpg.rf.d035b4fbc72f05c1f08b18ba1d3472fc.txt,crops/train/60/00003_00031_00012_png_jpg.rf.d035b4fbc72f05c1f08b18ba1d3472fc__box0.jpg,585,640,579,579
train,60,50,speed-limit-60,train/images/00003_00031_00013_png_jpg.rf.2e90112cea4d61fc0745d34dae226d0b.jpg,train/labels/00003_00031_00013_png_jpg.rf.2e90112cea4d61fc0745d34dae226d0b.txt,crops/train/60/00003_00031_00013_png_jpg.rf.2e90112cea4d61fc0745d34dae226d0b__box0.jpg,621,640,588,588
train,60,50,speed-limit-60,train/images/00003_00031_00014_png_jpg.rf.72cb479d619ed0879ed339d57ffe1e5d.jpg,train/labels/00003_00031_00014_png_jpg.rf.72cb479d619ed0879ed339d57ffe1e5d.txt,crops/train/60/00003_00031_00014_png_jpg.rf.72cb479d619ed0879ed339d57ffe1e5d__box0.jpg,605,640,538,538
train,60,50,speed-limit-60,train/images/00003_00031_00015_png_jpg.rf.011bb5833f540090ac0233576c676d7d.jpg,train/labels/00003_00031_00015_png_jpg.rf.011bb5833f540090ac0233576c676d7d.txt,crops/train/60/00003_00031_00015_png_jpg.rf.011bb5833f540090ac0233576c676d7d__box0.jpg,607,640,591,591
train,60,50,speed-limit-60,train/images/00003_00031_00017_png_jpg.rf.4b65e7937d21b146cdbe96166c108a56.jpg,train/labels/00003_00031_00017_png_jpg.rf.4b65e7937d21b146cdbe96166c108a56.txt,crops/train/60/00003_00031_00017_png_jpg.rf.4b65e7937d21b146cdbe96166c108a56__box0.jpg,608,640,630,630
train,60,50,speed-limit-60,train/images/00003_00031_00023_png_jpg.rf.dbdcd0c51bdf665803f4b734a6dc3583.jpg,train/labels/00003_00031_00023_png_jpg.rf.dbdcd0c51bdf665803f4b734a6dc3583.txt,crops/train/60/00003_00031_00023_png_jpg.rf.dbdcd0c51bdf665803f4b734a6dc3583__box0.jpg,595,640,625,625
train,60,50,speed-limit-60,train/images/00003_00031_00024_png_jpg.rf.a5f9845b3c9c422df70070ab3006e112.jpg,train/labels/00003_00031_00024_png_jpg.rf.a5f9845b3c9c422df70070ab3006e112.txt,crops/train/60/00003_00031_00024_png_jpg.rf.a5f9845b3c9c422df70070ab3006e112__box0.jpg,608,640,640,640
train,60,50,speed-limit-60,train/images/00003_00031_00025_png_jpg.rf.17cce695f23968671bde587ce7e60dbc.jpg,train/labels/00003_00031_00025_png_jpg.rf.17cce695f23968671bde587ce7e60dbc.txt,crops/train/60/00003_00031_00025_png_jpg.rf.17cce695f23968671bde587ce7e60dbc__box0.jpg,610,640,640,640
train,60,50,speed-limit-60,train/images/00003_00031_00026_png_jpg.rf.3b74bedba597fb0719f19af735946b38.jpg,train/labels/00003_00031_00026_png_jpg.rf.3b74bedba597fb0719f19af735946b38.txt,crops/train/60/00003_00031_00026_png_jpg.rf.3b74bedba597fb0719f19af735946b38__box0.jpg,613,640,640,640
train,60,50,speed-limit-60,train/images/00003_00031_00027_png_jpg.rf.2c11e1aa0c7fbbd2a51211d935b2c7c0.jpg,train/labels/00003_00031_00027_png_jpg.rf.2c11e1aa0c7fbbd2a51211d935b2c7c0.txt,crops/train/60/00003_00031_00027_png_jpg.rf.2c11e1aa0c7fbbd2a51211d935b2c7c0__box0.jpg,577,640,640,640
train,60,50,speed-limit-60,train/images/00003_00031_00028_png_jpg.rf.396d1ebbdfec79c3e045191bd4b15774.jpg,train/labels/00003_00031_00028_png_jpg.rf.396d1ebbdfec79c3e045191bd4b15774.txt,crops/train/60/00003_00031_00028_png_jpg.rf.396d1ebbdfec79c3e045191bd4b15774__box0.jpg,572,640,640,640
train,60,50,speed-limit-60,train/images/00003_00031_00029_png_jpg.rf.169294c7c4a594eb62bc6de982140f2d.jpg,train/labels/00003_00031_00029_png_jpg.rf.169294c7c4a594eb62bc6de982140f2d.txt,crops/train/60/00003_00031_00029_png_jpg.rf.169294c7c4a594eb62bc6de982140f2d__box0.jpg,562,640,635,635
train,60,50,speed-limit-60,train/images/00003_00032_00028_png_jpg.rf.1f70cc5e95683db86e5362291fd8dde0.jpg,train/labels/00003_00032_00028_png_jpg.rf.1f70cc5e95683db86e5362291fd8dde0.txt,crops/train/60/00003_00032_00028_png_jpg.rf.1f70cc5e95683db86e5362291fd8dde0__box0.jpg,561,640,630,630
train,60,50,speed-limit-60,train/images/00003_00032_00029_png_jpg.rf.10c1e334f27f60d477f2eb021b06bfb2.jpg,train/labels/00003_00032_00029_png_jpg.rf.10c1e334f27f60d477f2eb021b06bfb2.txt,crops/train/60/00003_00032_00029_png_jpg.rf.10c1e334f27f60d477f2eb021b06bfb2__box0.jpg,563,640,640,640
train,60,50,speed-limit-60,train/images/00003_00036_00024_png_jpg.rf.a03c2371b549b3798ee865fc52199606.jpg,train/labels/00003_00036_00024_png_jpg.rf.a03c2371b549b3798ee865fc52199606.txt,crops/train/60/00003_00036_00024_png_jpg.rf.a03c2371b549b3798ee865fc52199606__box0.jpg,640,618,639,639
train,60,50,speed-limit-60,train/images/00003_00036_00025_png_jpg.rf.ac1b0ff6897f8091192bca64deb59220.jpg,train/labels/00003_00036_00025_png_jpg.rf.ac1b0ff6897f8091192bca64deb59220.txt,crops/train/60/00003_00036_00025_png_jpg.rf.ac1b0ff6897f8091192bca64deb59220__box0.jpg,640,620,628,628
train,60,50,speed-limit-60,train/images/00003_00036_00026_png_jpg.rf.78231485ad0ce223e4bd2bd44f3f44f4.jpg,train/labels/00003_00036_00026_png_jpg.rf.78231485ad0ce223e4bd2bd44f3f44f4.txt,crops/train/60/00003_00036_00026_png_jpg.rf.78231485ad0ce223e4bd2bd44f3f44f4__box0.jpg,630,640,630,630
train,60,50,speed-limit-60,train/images/00003_00037_00006_png_jpg.rf.7218193059e986c5733185020593d28e.jpg,train/labels/00003_00037_00006_png_jpg.rf.7218193059e986c5733185020593d28e.txt,crops/train/60/00003_00037_00006_png_jpg.rf.7218193059e986c5733185020593d28e__box0.jpg,580,640,422,422
train,60,50,speed-limit-60,train/images/00003_00037_00007_png_jpg.rf.2cf5852b26110e1dedfb78b1f9d9e739.jpg,train/labels/00003_00037_00007_png_jpg.rf.2cf5852b26110e1dedfb78b1f9d9e739.txt,crops/train/60/00003_00037_00007_png_jpg.rf.2cf5852b26110e1dedfb78b1f9d9e739__box0.jpg,640,640,478,478
train,60,50,speed-limit-60,train/images/00003_00037_00008_png_jpg.rf.1f3e93fc33b60124f637a2df11c3f4ce.jpg,train/labels/00003_00037_00008_png_jpg.rf.1f3e93fc33b60124f637a2df11c3f4ce.txt,crops/train/60/00003_00037_00008_png_jpg.rf.1f3e93fc33b60124f637a2df11c3f4ce__box0.jpg,598,640,488,488
train,60,50,speed-limit-60,train/images/00003_00037_00018_png_jpg.rf.a4310280ca7f301e5181a35a0b1f2540.jpg,train/labels/00003_00037_00018_png_jpg.rf.a4310280ca7f301e5181a35a0b1f2540.txt,crops/train/60/00003_00037_00018_png_jpg.rf.a4310280ca7f301e5181a35a0b1f2540__box0.jpg,612,640,570,570
train,60,50,speed-limit-60,train/images/00003_00037_00019_png_jpg.rf.5298b2be1fca43d1c84f6f7767f2ff8c.jpg,train/labels/00003_00037_00019_png_jpg.rf.5298b2be1fca43d1c84f6f7767f2ff8c.txt,crops/train/60/00003_00037_00019_png_jpg.rf.5298b2be1fca43d1c84f6f7767f2ff8c__box0.jpg,640,640,563,563
train,60,50,speed-limit-60,train/images/00003_00037_00020_png_jpg.rf.a4d535c2090159a7daf32bb60c4b915e.jpg,train/labels/00003_00037_00020_png_jpg.rf.a4d535c2090159a7daf32bb60c4b915e.txt,crops/train/60/00003_00037_00020_png_jpg.rf.a4d535c2090159a7daf32bb60c4b915e__box0.jpg,640,640,626,626
train,60,50,speed-limit-60,train/images/00003_00038_00000_png_jpg.rf.d6d08849af16b0681b3ddc18b448f612.jpg,train/labels/00003_00038_00000_png_jpg.rf.d6d08849af16b0681b3ddc18b448f612.txt,crops/train/60/00003_00038_00000_png_jpg.rf.d6d08849af16b0681b3ddc18b448f612__box0.jpg,617,640,426,426
train,60,50,speed-limit-60,train/images/00003_00038_00001_png_jpg.rf.eeb13b0c649df99f20b39dbd68147250.jpg,train/labels/00003_00038_00001_png_jpg.rf.eeb13b0c649df99f20b39dbd68147250.txt,crops/train/60/00003_00038_00001_png_jpg.rf.eeb13b0c649df99f20b39dbd68147250__box0.jpg,594,640,455,455
train,60,50,speed-limit-60,train/images/00003_00038_00002_png_jpg.rf.e759e80808be08570fe40cffce589d54.jpg,train/labels/00003_00038_00002_png_jpg.rf.e759e80808be08570fe40cffce589d54.txt,crops/train/60/00003_00038_00002_png_jpg.rf.e759e80808be08570fe40cffce589d54__box0.jpg,640,640,471,471
train,60,50,speed-limit-60,train/images/00003_00038_00026_png_jpg.rf.2db3950c89544dfda41c37228c61b8a7.jpg,train/labels/00003_00038_00026_png_jpg.rf.2db3950c89544dfda41c37228c61b8a7.txt,crops/train/60/00003_00038_00026_png_jpg.rf.2db3950c89544dfda41c37228c61b8a7__box0.jpg,640,640,640,640
train,60,50,speed-limit-60,train/images/00003_00044_00028_png_jpg.rf.7bff98b7ffc346f8e601aeb96753979e.jpg,train/labels/00003_00044_00028_png_jpg.rf.7bff98b7ffc346f8e601aeb96753979e.txt,crops/train/60/00003_00044_00028_png_jpg.rf.7bff98b7ffc346f8e601aeb96753979e__box0.jpg,640,626,640,640
train,80,51,speed-limit-80,train/images/00005_00000_00012_png_jpg.rf.f57f2246ad954a813f5ef54b11e1c657.jpg,train/labels/00005_00000_00012_png_jpg.rf.f57f2246ad954a813f5ef54b11e1c657.txt,crops/train/80/00005_00000_00012_png_jpg.rf.f57f2246ad954a813f5ef54b11e1c657__box0.jpg,592,640,536,536
train,80,51,speed-limit-80,train/images/00005_00000_00013_png_jpg.rf.5a88835fd427ccf3926772ca3a2be1ab.jpg,train/labels/00005_00000_00013_png_jpg.rf.5a88835fd427ccf3926772ca3a2be1ab.txt,crops/train/80/00005_00000_00013_png_jpg.rf.5a88835fd427ccf3926772ca3a2be1ab__box0.jpg,608,640,536,536
train,80,51,speed-limit-80,train/images/00005_00000_00014_png_jpg.rf.8b5648713bd79b02d6aa0fee7422c7f9.jpg,train/labels/00005_00000_00014_png_jpg.rf.8b5648713bd79b02d6aa0fee7422c7f9.txt,crops/train/80/00005_00000_00014_png_jpg.rf.8b5648713bd79b02d6aa0fee7422c7f9__box0.jpg,608,640,505,505
train,80,51,speed-limit-80,train/images/00005_00000_00015_png_jpg.rf.2b7801899cdb5cb293e711d2cc43a5cf.jpg,train/labels/00005_00000_00015_png_jpg.rf.2b7801899cdb5cb293e711d2cc43a5cf.txt,crops/train/80/00005_00000_00015_png_jpg.rf.2b7801899cdb5cb293e711d2cc43a5cf__box0.jpg,624,640,568,568
train,80,51,speed-limit-80,train/images/00005_00000_00016_png_jpg.rf.90b6047cef3cfed077ad103a0ec77d69.jpg,train/labels/00005_00000_00016_png_jpg.rf.90b6047cef3cfed077ad103a0ec77d69.txt,crops/train/80/00005_00000_00016_png_jpg.rf.90b6047cef3cfed077ad103a0ec77d69__box0.jpg,624,640,586,586
train,80,51,speed-limit-80,train/images/00005_00000_00017_png_jpg.rf.10104c43d4eb86d1372024ea22aafdf2.jpg,train/labels/00005_00000_00017_png_jpg.rf.10104c43d4eb86d1372024ea22aafdf2.txt,crops/train/80/00005_00000_00017_png_jpg.rf.10104c43d4eb86d1372024ea22aafdf2__box0.jpg,597,640,584,584
train,80,51,speed-limit-80,train/images/00005_00000_00024_png_jpg.rf.39d4c21e38058e8e6410ebd2d68f6e18.jpg,train/labels/00005_00000_00024_png_jpg.rf.39d4c21e38058e8e6410ebd2d68f6e18.txt,crops/train/80/00005_00000_00024_png_jpg.rf.39d4c21e38058e8e6410ebd2d68f6e18__box0.jpg,629,640,632,632
train,80,51,speed-limit-80,train/images/00005_00000_00025_png_jpg.rf.cde49ac108e6ae20879de2749c9f0f8f.jpg,train/labels/00005_00000_00025_png_jpg.rf.cde49ac108e6ae20879de2749c9f0f8f.txt,crops/train/80/00005_00000_00025_png_jpg.rf.cde49ac108e6ae20879de2749c9f0f8f__box0.jpg,640,640,640,640
train,80,51,speed-limit-80,train/images/00005_00000_00026_png_jpg.rf.911a514d1162a4b4fc9ceb6832227b3e.jpg,train/labels/00005_00000_00026_png_jpg.rf.911a514d1162a4b4fc9ceb6832227b3e.txt,crops/train/80/00005_00000_00026_png_jpg.rf.911a514d1162a4b4fc9ceb6832227b3e__box0.jpg,630,640,638,638
train,80,51,speed-limit-80,train/images/00005_00000_00027_png_jpg.rf.ad58c93d35f96520c98c0ebd9f0015db.jpg,train/labels/00005_00000_00027_png_jpg.rf.ad58c93d35f96520c98c0ebd9f0015db.txt,crops/train/80/00005_00000_00027_png_jpg.rf.ad58c93d35f96520c98c0ebd9f0015db__box0.jpg,614,640,636,636
train,80,51,speed-limit-80,train/images/00005_00000_00028_png_jpg.rf.259b7bf8838e6161903d3a8c8c144ae2.jpg,train/labels/00005_00000_00028_png_jpg.rf.259b7bf8838e6161903d3a8c8c144ae2.txt,crops/train/80/00005_00000_00028_png_jpg.rf.259b7bf8838e6161903d3a8c8c144ae2__box0.jpg,609,640,631,631
train,80,51,speed-limit-80,train/images/00005_00000_00029_png_jpg.rf.7b1491a4c52954f13cb02434181820c1.jpg,train/labels/00005_00000_00029_png_jpg.rf.7b1491a4c52954f13cb02434181820c1.txt,crops/train/80/00005_00000_00029_png_jpg.rf.7b1491a4c52954f13cb02434181820c1__box0.jpg,610,640,640,640
train,80,51,speed-limit-80,train/images/00005_00001_00006_png_jpg.rf.6d11a976e7c06df99c03f33e225af684.jpg,train/labels/00005_00001_00006_png_jpg.rf.6d11a976e7c06df99c03f33e225af684.txt,crops/train/80/00005_00001_00006_png_jpg.rf.6d11a976e7c06df99c03f33e225af684__box0.jpg,640,640,521,521
train,80,51,speed-limit-80,train/images/00005_00001_00007_png_jpg.rf.d3ce42b7e1ff29d58bc6d3e811e360de.jpg,train/labels/00005_00001_00007_png_jpg.rf.d3ce42b7e1ff29d58bc6d3e811e360de.txt,crops/train/80/00005_00001_00007_png_jpg.rf.d3ce42b7e1ff29d58bc6d3e811e360de__box0.jpg,640,640,548,548
train,80,51,speed-limit-80,train/images/00005_00001_00008_png_jpg.rf.0b4eb86eff9e832d2b2ce0b340fd3950.jpg,train/labels/00005_00001_00008_png_jpg.rf.0b4eb86eff9e832d2b2ce0b340fd3950.txt,crops/train/80/00005_00001_00008_png_jpg.rf.0b4eb86eff9e832d2b2ce0b340fd3950__box0.jpg,617,640,574,574
train,80,51,speed-limit-80,train/images/00005_00001_00009_png_jpg.rf.af0907230b5a1a4fd789097c557f4e82.jpg,train/labels/00005_00001_00009_png_jpg.rf.af0907230b5a1a4fd789097c557f4e82.txt,crops/train/80/00005_00001_00009_png_jpg.rf.af0907230b5a1a4fd789097c557f4e82__box0.jpg,640,640,530,530
train,80,51,speed-limit-80,train/images/00005_00001_00010_png_jpg.rf.aaee9b4f088958e5828445bd08cade8a.jpg,train/labels/00005_00001_00010_png_jpg.rf.aaee9b4f088958e5828445bd08cade8a.txt,crops/train/80/00005_00001_00010_png_jpg.rf.aaee9b4f088958e5828445bd08cade8a__box0.jpg,619,640,564,564
train,80,51,speed-limit-80,train/images/00005_00001_00011_png_jpg.rf.70985cd230e8c24a43426395abaee0bc.jpg,train/labels/00005_00001_00011_png_jpg.rf.70985cd230e8c24a43426395abaee0bc.txt,crops/train/80/00005_00001_00011_png_jpg.rf.70985cd230e8c24a43426395abaee0bc__box0.jpg,600,640,546,546
train,80,51,speed-limit-80,train/images/00005_00001_00018_png_jpg.rf.b811f26f0fcce7baef970f3e28b21d97.jpg,train/labels/00005_00001_00018_png_jpg.rf.b811f26f0fcce7baef970f3e28b21d97.txt,crops/train/80/00005_00001_00018_png_jpg.rf.b811f26f0fcce7baef970f3e28b21d97__box0.jpg,640,622,558,558
train,80,51,speed-limit-80,train/images/00005_00001_00019_png_jpg.rf.7025f39c91dbe4d48df19621cd99ada2.jpg,train/labels/00005_00001_00019_png_jpg.rf.7025f39c91dbe4d48df19621cd99ada2.txt,crops/train/80/00005_00001_00019_png_jpg.rf.7025f39c91dbe4d48df19621cd99ada2__box0.jpg,640,640,565,565
train,80,51,speed-limit-80,train/images/00005_00001_00020_png_jpg.rf.fa0228cf0430300f19150667547f0038.jpg,train/labels/00005_00001_00020_png_jpg.rf.fa0228cf0430300f19150667547f0038.txt,crops/train/80/00005_00001_00020_png_jpg.rf.fa0228cf0430300f19150667547f0038__box0.jpg,640,607,571,571
train,80,51,speed-limit-80,train/images/00005_00001_00021_png_jpg.rf.cd2eced7f86ab56e1d9cd39aa085e393.jpg,train/labels/00005_00001_00021_png_jpg.rf.cd2eced7f86ab56e1d9cd39aa085e393.txt,crops/train/80/00005_00001_00021_png_jpg.rf.cd2eced7f86ab56e1d9cd39aa085e393__box0.jpg,640,623,591,591
train,80,51,speed-limit-80,train/images/00005_00001_00022_png_jpg.rf.e592cf234299c519c7f1309b7cbcb04a.jpg,train/labels/00005_00001_00022_png_jpg.rf.e592cf234299c519c7f1309b7cbcb04a.txt,crops/train/80/00005_00001_00022_png_jpg.rf.e592cf234299c519c7f1309b7cbcb04a__box0.jpg,640,624,536,536
train,80,51,speed-limit-80,train/images/00005_00001_00023_png_jpg.rf.6809ba8ed8dcb677e76d64ecaf11c0f7.jpg,train/labels/00005_00001_00023_png_jpg.rf.6809ba8ed8dcb677e76d64ecaf11c0f7.txt,crops/train/80/00005_00001_00023_png_jpg.rf.6809ba8ed8dcb677e76d64ecaf11c0f7__box0.jpg,640,640,591,591
train,80,51,speed-limit-80,train/images/00005_00032_00011_png_jpg.rf.5b954580e179fc2ceb61f807d1c14cec.jpg,train/labels/00005_00032_00011_png_jpg.rf.5b954580e179fc2ceb61f807d1c14cec.txt,crops/train/80/00005_00032_00011_png_jpg.rf.5b954580e179fc2ceb61f807d1c14cec__box0.jpg,620,640,566,566
train,80,51,speed-limit-80,train/images/00005_00032_00019_png_jpg.rf.64ba1a336cff8de55673fce3c46c2ea1.jpg,train/labels/00005_00032_00019_png_jpg.rf.64ba1a336cff8de55673fce3c46c2ea1.txt,crops/train/80/00005_00032_00019_png_jpg.rf.64ba1a336cff8de55673fce3c46c2ea1__box0.jpg,640,640,594,594
train,80,51,speed-limit-80,train/images/00005_00032_00020_png_jpg.rf.0fab98c4d7f4763935a9a6a06e1701a8.jpg,train/labels/00005_00032_00020_png_jpg.rf.0fab98c4d7f4763935a9a6a06e1701a8.txt,crops/train/80/00005_00032_00020_png_jpg.rf.0fab98c4d7f4763935a9a6a06e1701a8__box0.jpg,624,640,587,587
train,80,51,speed-limit-80,train/images/00005_00032_00021_png_jpg.rf.ed70197be847dabdacf38205c1bd4a32.jpg,train/labels/00005_00032_00021_png_jpg.rf.ed70197be847dabdacf38205c1bd4a32.txt,crops/train/80/00005_00032_00021_png_jpg.rf.ed70197be847dabdacf38205c1bd4a32__box0.jpg,610,640,610,610
train,80,51,speed-limit-80,train/images/00005_00032_00022_png_jpg.rf.a780670ba38c48b7e22b377b8238edc4.jpg,train/labels/00005_00032_00022_png_jpg.rf.a780670ba38c48b7e22b377b8238edc4.txt,crops/train/80/00005_00032_00022_png_jpg.rf.a780670ba38c48b7e22b377b8238edc4__box0.jpg,625,640,609,609
train,80,51,speed-limit-80,train/images/00005_00032_00023_png_jpg.rf.f1ad7ca777a5091f71da9fa8de4871a1.jpg,train/labels/00005_00032_00023_png_jpg.rf.f1ad7ca777a5091f71da9fa8de4871a1.txt,crops/train/80/00005_00032_00023_png_jpg.rf.f1ad7ca777a5091f71da9fa8de4871a1__box0.jpg,640,640,618,618
train,80,51,speed-limit-80,train/images/00005_00058_00024_png_jpg.rf.96a79c00d1dc8354388f2c9d255bb9af.jpg,train/labels/00005_00058_00024_png_jpg.rf.96a79c00d1dc8354388f2c9d255bb9af.txt,crops/train/80/00005_00058_00024_png_jpg.rf.96a79c00d1dc8354388f2c9d255bb9af__box0.jpg,607,640,620,620
train,80,51,speed-limit-80,train/images/00005_00058_00025_png_jpg.rf.b3e5ff9acd98ba1c6221bd608ddc6a39.jpg,train/labels/00005_00058_00025_png_jpg.rf.b3e5ff9acd98ba1c6221bd608ddc6a39.txt,crops/train/80/00005_00058_00025_png_jpg.rf.b3e5ff9acd98ba1c6221bd608ddc6a39__box0.jpg,610,640,626,626
train,80,51,speed-limit-80,train/images/00005_00058_00026_png_jpg.rf.2e82862bfc1ab59196c735e656fe42ca.jpg,train/labels/00005_00058_00026_png_jpg.rf.2e82862bfc1ab59196c735e656fe42ca.txt,crops/train/80/00005_00058_00026_png_jpg.rf.2e82862bfc1ab59196c735e656fe42ca__box0.jpg,596,640,640,640
train,80,51,speed-limit-80,train/images/00005_00058_00027_png_jpg.rf.e5f556a5e698dad8a54b2ff5a9a78053.jpg,train/labels/00005_00058_00027_png_jpg.rf.e5f556a5e698dad8a54b2ff5a9a78053.txt,crops/train/80/00005_00058_00027_png_jpg.rf.e5f556a5e698dad8a54b2ff5a9a78053__box0.jpg,592,640,640,640
train,80,51,speed-limit-80,train/images/00005_00058_00028_png_jpg.rf.736614fe842f34e9994f47c8f0d4b9c0.jpg,train/labels/00005_00058_00028_png_jpg.rf.736614fe842f34e9994f47c8f0d4b9c0.txt,crops/train/80/00005_00058_00028_png_jpg.rf.736614fe842f34e9994f47c8f0d4b9c0__box0.jpg,574,640,638,638
train,80,51,speed-limit-80,train/images/00005_00059_00006_png_jpg.rf.0bf873423a12bcde8b5b2f242e75f987.jpg,train/labels/00005_00059_00006_png_jpg.rf.0bf873423a12bcde8b5b2f242e75f987.txt,crops/train/80/00005_00059_00006_png_jpg.rf.0bf873423a12bcde8b5b2f242e75f987__box0.jpg,640,598,539,539
train,80,51,speed-limit-80,train/images/00005_00059_00007_png_jpg.rf.49900263ad3f758cceafd6f9a218a3d4.jpg,train/labels/00005_00059_00007_png_jpg.rf.49900263ad3f758cceafd6f9a218a3d4.txt,crops/train/80/00005_00059_00007_png_jpg.rf.49900263ad3f758cceafd6f9a218a3d4__box0.jpg,640,600,546,546
train,80,51,speed-limit-80,train/images/00005_00059_00009_png_jpg.rf.620d2b9495ed8406d3411c573d98805c.jpg,train/labels/00005_00059_00009_png_jpg.rf.620d2b9495ed8406d3411c573d98805c.txt,crops/train/80/00005_00059_00009_png_jpg.rf.620d2b9495ed8406d3411c573d98805c__box0.jpg,640,620,596,596
train,80,51,speed-limit-80,train/images/00005_00059_00010_png_jpg.rf.d3cc42c514f24ed457d4098a47377dd9.jpg,train/labels/00005_00059_00010_png_jpg.rf.d3cc42c514f24ed457d4098a47377dd9.txt,crops/train/80/00005_00059_00010_png_jpg.rf.d3cc42c514f24ed457d4098a47377dd9__box0.jpg,640,620,578,578
train,80,51,speed-limit-80,train/images/00005_00059_00014_png_jpg.rf.489691dc53906bcb781e15ecef1924a5.jpg,train/labels/00005_00059_00014_png_jpg.rf.489691dc53906bcb781e15ecef1924a5.txt,crops/train/80/00005_00059_00014_png_jpg.rf.489691dc53906bcb781e15ecef1924a5__box0.jpg,640,607,571,571
train,80,51,speed-limit-80,train/images/00005_00059_00018_png_jpg.rf.8bc972ce5295b8b56cfbfc7a96354dd4.jpg,train/labels/00005_00059_00018_png_jpg.rf.8bc972ce5295b8b56cfbfc7a96354dd4.txt,crops/train/80/00005_00059_00018_png_jpg.rf.8bc972ce5295b8b56cfbfc7a96354dd4__box0.jpg,640,625,627,627
train,80,51,speed-limit-80,train/images/00005_00059_00019_png_jpg.rf.4a5535224d9bea6d0d770d941dae3359.jpg,train/labels/00005_00059_00019_png_jpg.rf.4a5535224d9bea6d0d770d941dae3359.txt,crops/train/80/00005_00059_00019_png_jpg.rf.4a5535224d9bea6d0d770d941dae3359__box0.jpg,640,625,618,618
train,80,51,speed-limit-80,train/images/00005_00059_00020_png_jpg.rf.b11789d5d34a54129a3b333cfa91a89a.jpg,train/labels/00005_00059_00020_png_jpg.rf.b11789d5d34a54129a3b333cfa91a89a.txt,crops/train/80/00005_00059_00020_png_jpg.rf.b11789d5d34a54129a3b333cfa91a89a__box0.jpg,640,626,638,638
train,80,51,speed-limit-80,train/images/00005_00059_00021_png_jpg.rf.63724664b5862db3033f8150426b282a.jpg,train/labels/00005_00059_00021_png_jpg.rf.63724664b5862db3033f8150426b282a.txt,crops/train/80/00005_00059_00021_png_jpg.rf.63724664b5862db3033f8150426b282a__box0.jpg,640,627,625,625
train,80,51,speed-limit-80,train/images/00005_00059_00022_png_jpg.rf.1af7afc871552185a3ae251c49ae8a25.jpg,train/labels/00005_00059_00022_png_jpg.rf.1af7afc871552185a3ae251c49ae8a25.txt,crops/train/80/00005_00059_00022_png_jpg.rf.1af7afc871552185a3ae251c49ae8a25__box0.jpg,640,627,623,623
train,80,51,speed-limit-80,train/images/00005_00059_00026_png_jpg.rf.dbf71f822bd48917593b4211db4a8c5f.jpg,train/labels/00005_00059_00026_png_jpg.rf.dbf71f822bd48917593b4211db4a8c5f.txt,crops/train/80/00005_00059_00026_png_jpg.rf.dbf71f822bd48917593b4211db4a8c5f__box0.jpg,640,622,640,640
train,80,51,speed-limit-80,train/images/00005_00059_00027_png_jpg.rf.42fcedf5f19cfe0c4b33df0ae5114136.jpg,train/labels/00005_00059_00027_png_jpg.rf.42fcedf5f19cfe0c4b33df0ae5114136.txt,crops/train/80/00005_00059_00027_png_jpg.rf.42fcedf5f19cfe0c4b33df0ae5114136__box0.jpg,640,632,640,640
train,80,51,speed-limit-80,train/images/00005_00060_00009_png_jpg.rf.3d2b7d36b8d4afac12e90bfa80939229.jpg,train/labels/00005_00060_00009_png_jpg.rf.3d2b7d36b8d4afac12e90bfa80939229.txt,crops/train/80/00005_00060_00009_png_jpg.rf.3d2b7d36b8d4afac12e90bfa80939229__box0.jpg,578,640,538,538
train,80,51,speed-limit-80,train/images/00005_00060_00010_png_jpg.rf.3af03e56ee39953a465f20b909727115.jpg,train/labels/00005_00060_00010_png_jpg.rf.3af03e56ee39953a465f20b909727115.txt,crops/train/80/00005_00060_00010_png_jpg.rf.3af03e56ee39953a465f20b909727115__box0.jpg,578,640,561,561
train,80,51,speed-limit-80,train/images/00005_00060_00011_png_jpg.rf.cf223c27e04a1293dc506f3e91f8a4e8.jpg,train/labels/00005_00060_00011_png_jpg.rf.cf223c27e04a1293dc506f3e91f8a4e8.txt,crops/train/80/00005_00060_00011_png_jpg.rf.cf223c27e04a1293dc506f3e91f8a4e8__box0.jpg,598,640,590,590
